name,url,address,location,city,cuisines,average_cost,rating,votes,online_order,book_table,rest_type,dish_liked,menu_item,listed_in_type
Paradise,,"484, Signature Square, CMH Road, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Biryani, North Indian, Kebab",800.0,4.0,3268,True,False,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab",,Delivery
Empire Restaurant,,"83, Nehru Main Road, Kammanahalli, Bangalore",Kammanahalli,Kammanahalli,"North Indian, Mughlai, South Indian, Chinese",750.0,4.1,3248,True,False,Casual Dining,"Ghee Rice, Chicken Grill, Alfam Chicken, Mutton Biryani, Fruit Salad, Peri Peri Chicken, Shawarma",,Dine-out
Punjabi by Nature 2.0,,"6, Krishna Nagar Industrial Area, Behind Forum Mall, BTM, Bangalore",BTM,Koramangala 4th Block,North Indian,0.0,4.2,3236,False,False,"Casual Dining, Microbrewery","Paneer Tikki, Mutton Raan, Mango Margarita, Craft Beer, Lamb, Kulcha, Kheer",,Delivery
ECHOES Koramangala,,"Shop 44, 4th B Cross Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 7th Block,"Chinese, American, Continental, Italian, North Indian",750.0,4.7,3220,False,False,"Cafe, Casual Dining","Pasta, Mezze Platter, Momos, Pizza, Waffles, Chocolate Milkshake, Pancakes",,Dine-out
Empire Restaurant,,"4 & 5, Green Orchards Layout, 1st Cross, Bannerghatta Road, Bangalore",Bannerghatta Road,Bannerghatta Road,"North Indian, Mughlai, South Indian, Chinese",750.0,4.3,3178,True,False,Casual Dining,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken",,Buffet
Buff Buffet Buff,,"60, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 7th Block,"North Indian, Chinese, Continental, Thai, Salad",1500.0,4.5,3177,True,True,"Casual Dining, Bar","Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads",,Pubs and bars
Tipsy Bull - The Bar Exchange,,"2008, 2nd Floor, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Chinese, Continental, North Indian, Mexican",1400.0,4.6,3173,False,True,"Bar, Casual Dining","Cocktails, Peri Peri Chicken, Biryani, Mocktails, Pizza, Sangria, Chicken Dim Sum",,Drinks & nightlife
Ebony,,"Barton Center, 84, 13th Floor, MG Road, Bangalore",MG Road,Residency Road,"North Indian, South Indian",1500.0,4.3,3152,True,True,Casual Dining,"Appam, Khao Suey, Chicken Biryani, Kebab Platter, Rabri, Prawn, Pad Thai",,Delivery
Skyye,,"Uber Level, 16th Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",Lavelle Road,Residency Road,Continental,2500.0,4.2,3140,False,True,Lounge,"Cocktails, Long Island Iced Tea, Mojito, Peri Peri Chicken, Mocktails, Chicken Satay, Beer",,Drinks & nightlife
Float,,"20\5, Panathur Junction, Outer Ring Road, Kadubeessanahalli, Marathahalli, Bangalore",Marathahalli,Sarjapur Road,"North Indian, Japanese",1500.0,4.4,3133,True,True,"Casual Dining, Bar","Butter Fish, Chicken Burritos, Cocktails, Mocktails, Rabri, Exotic Veg Pizza, Potato Wedges",,Delivery
The Druid Garden,,"40/1, Third Floor, Century Corbel Commercial, Sahakara Nagar, Bangalore",Sahakara Nagar,New BEL Road,"Asian, Continental, European, North Indian, Mediterranean",1700.0,4.3,3077,True,True,"Microbrewery, Casual Dining","Beer, Crab Ravioli, Cocktails, Donne Biryani, Chicken Tacos, Tiramisu, Seafood Ravioli",,Delivery
Ruh,,"4th Floor, Ganapa Tower, Sarjapur Outer Ring Road, Near Bangalore Central, Bellandur, Bangalore",Bellandur,Sarjapur Road,"North Indian, Mughlai, Mediterranean, Iranian",1000.0,4.0,3056,False,True,Casual Dining,"Fattoush Salad, Mutton Biryani, Mutton Roganjosh, Panipuri, Mocktails, Choco Bomb, Cocktails",,Delivery
Kapoor's Cafe,,"Near Thubarahalli Bus Stop, Inside Gurukul Compound, Thubarahalli, Whitefield, Bangalore",Whitefield,Whitefield,North Indian,800.0,4.2,3021,False,False,Casual Dining,"Paratha, Matka Lassi, Rabri, Puri Sabzi, Masala Soda, Chaach, Veg Kolhapuri",,Dine-out
AB's - Absolute Barbecues,,"2nd Floor, I20-A2, EPIP Zone, Near Vydehi Hospital, Whitefield, Bangalore",Whitefield,Whitefield,"European, Mediterranean, North Indian, BBQ",1600.0,4.8,3009,False,True,Casual Dining,"Mutton Roganjosh, Mutton Keema, Mutton Curry, Macaroon, Paan Ice Cream, Sea Food, Biryani",,Dine-out
Cafe Thulp,,"998, 1st Main, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Koramangala 7th Block,"Cafe, Burger, Italian, Salad",1000.0,4.2,3007,True,False,Cafe,"Burgers, Fries, Pasta, Pork Chops, Chocolate Milkshake, Sandwiches, Waffles",,Dine-out
Sidewalk - The Garden Bar,,"Ground Floor, Soul Space Paradigm, Next to Innovative Multiplex, Bata Showroom, Marathahalli, Bangalore",Marathahalli,Marathahalli,"North Indian, Continental, Chinese, Thai",1300.0,4.4,3004,True,True,"Bar, Casual Dining","Veg Burger, Pesto Pasta, Cocktails, Pizza, Craft Beer, Chicken Steak, Prawn",,Delivery
Flechazo,,"120 A3, 2nd Floor, Santosh Tower, EPIP Industrial Area, Phase 1, Hoodi Village, Whitefield, Bangalore",Whitefield,Whitefield,"Asian, Mediterranean, North Indian, BBQ",1400.0,4.9,3004,False,True,Casual Dining,"Pizza, Mutton Kebab, Chicken Biryani, Sea Food, Chicken Dim Sum, Pasta, Mocktails",,Dine-out
Phobidden Fruit,,"965, 12th Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Vietnamese, Salad",1100.0,4.4,2950,False,False,Casual Dining,"Pho, Noodles, Salads, Mocktails, Veg Momos, Banh Cuon, Pork Chops",,Dine-out
Tippler,,"276, Above Girias Showroom, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Russian, Continental, North Indian",1300.0,4.2,2946,False,True,Pub,"Cocktails, Pie, Peri Peri Fries, Long Island Iced Tea, Chicken Steak, Mocktails, Nachos",,Dine-out
The Only Place,,"13, Museum Road, Church Street, Bangalore",Church Street,Residency Road,"Italian, American, Steak, Continental, BBQ, Salad",1000.0,4.2,2938,True,True,Casual Dining,"Steak, Burgers, Meatballs, Apple Pie, Salads, Bruschettas, Chicken Sizzler",,Dine-out
Hammered,,"3, 80 Feet Road, Opposite MK Tower, RMV 2nd Stage, New BEL Road, Bangalore",New BEL Road,New BEL Road,"North Indian, Continental, Cafe",1200.0,4.5,2935,True,True,"Pub, Cafe","Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala",,Drinks & nightlife
Karama Restaurant,,"55, Mosque Road, Frazer Town, Bangalore",Frazer Town,MG Road,"Arabian, North Indian, Beverages",750.0,4.4,2907,True,True,Casual Dining,"Salads, Veg Pulao, Sea Food, Popcorn Chicken, Karachi Naan, Rabri, Butter Chicken",,Delivery
Onesta,,"90/3, Opposite Innovative Multiplex, Beside World of Titan, Outer Ring Road, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Pizza, Cafe, Italian",600.0,4.6,2906,True,True,"Casual Dining, Cafe","Ricotta Ravioli, Pasta, Bbq Chicken Pizza, Butter Chicken Pizza, Farmhouse Pizza, Mojito, Barbeque Chicken Pizza",,Cafes
Mavalli Tiffin Room (MTR),,"14, Lalbagh Road, Mavalli, Basavanagudi, Bangalore",Basavanagudi,Basavanagudi,South Indian,250.0,4.5,2896,False,False,Quick Bites,"Rava Idli, Filter Coffee, Ghee Masala Dosa, Badam Halwa, Upma, Raita, Rasam Rice",,Dine-out
Vapour Brewpub and Diner,,"7th Floor, Bren Mercury, Kaikondrahalli Junction, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,"North Indian, Continental, Italian",1400.0,4.5,2878,False,True,"Microbrewery, Pub","Cheese Pasta, Cocktails, Craft Beer, Stout, Bruschettas, Pinacolada, Wheat Beer",,Pubs and bars
A Hole Lotta Love Cafe,,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 7th Block,"Cafe, American, Burger, Sandwich, Beverages",600.0,4.3,2874,True,False,Cafe,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta",,Dine-out
Green Theory,,"15, Convent Road, Off Residency Road, Residency Road, Bangalore",Residency Road,Residency Road,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800.0,4.2,2872,True,True,"Casual Dining, Cafe","Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Potato Skins, Kiwi Lemonade",,Dine-out
1131 Bar + Kitchen,,"100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Continental, Asian, Italian, North Indian",1500.0,4.4,2861,False,True,"Bar, Casual Dining","Pizza, Chocolate Cake, Cocktails, Nachos, Sangria, Craft Beer, Mocktails",,Drinks & nightlife
Ji Hazoor,,"TR 9, 4th Floor, Plot 95, EPIP Zone, Near Vaidehi Hospital Circle, Whitefield, Bangalore",Whitefield,Whitefield,"Mughlai, North Indian, Biryani, Afghan",1100.0,4.0,2856,True,True,"Casual Dining, Bar","Chicken Salad, Mocktails, Mutton Curry, Chicken Dum Biryani, Egg Masala, Egg Salad, Karela Salad",,Dine-out
Hakuna Matata,,"1231/35/2, 24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore",JP Nagar,JP Nagar,"North Indian, Asian, Seafood, Chinese",1200.0,4.5,2800,False,False,"Casual Dining, Bar","Mocktails, Cocktails, Appam, Paneer Satay, Sea Food, Paneer Tikka, Jeera Rice",,Dine-out
Whitefield Social,,"29, Ground Floor, Phoenix Market City, Whitefield, Bangalore",Whitefield,Whitefield,"American, North Indian, Chinese, Finger Food, Momos",1500.0,4.1,2773,True,False,Pub,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma",,Drinks & nightlife
Double Decker,,"120, 4th Floor, Lancer Building, Brigade Road, Bangalore",Brigade Road,Residency Road,"Continental, North Indian",1300.0,4.3,2749,False,True,"Bar, Casual Dining","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges",,Drinks & nightlife
Cafe Azzure,,"52, Brigade Road, Haridevpur, Shanthala Nagar, MG Road, Bangalore",MG Road,Residency Road,"Cafe, Continental, Italian, Burger",1200.0,4.2,2747,True,True,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes",,Cafes
The Pallet,,"HVP Crest, ITPL Main Road, Whitefield, Bangalore",Whitefield,Whitefield,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",1600.0,4.5,2745,False,True,"Microbrewery, Pub","Craft Beer, Wine, Chilli Chicken, Wedges, Lamb, Cocktails, Masala Peanuts",,Drinks & nightlife
Om Made Cafe,,"136, Rooftop, Above Gold's Gym, 1st Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 7th Block,"Cafe, Continental, European, Juices",1300.0,4.1,2738,False,False,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti",,Dine-out
Gilly's Restobar,,"4th & 5th Floor, Sree Premprasad Complex, Opposite Ramaiah Hospital, New BEL Road, Bangalore",New BEL Road,New BEL Road,"Continental, Finger Food, North Indian, Chinese",1200.0,4.5,2732,False,True,"Pub, Casual Dining","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken",,Pubs and bars
Dadi's Dum Biryani,,"14, Krishnanagara Industrial Area, Next To Christ College, Near Dairy Circle, BTM, Bangalore",BTM,Koramangala 7th Block,"Biryani, North Indian, Mughlai",800.0,4.1,2732,True,True,Casual Dining,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab",,Dine-out
Mr. Beans - Home Cafe,,"100 Feet Road, Next to Karnataka Bank, Near BDA Complex, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Koramangala 7th Block,"Cafe, Continental, Italian",1000.0,4.2,2717,True,True,Cafe,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes",,Dine-out
Stoner,,"50, Zatakia Centre, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Ice Cream, Pizza, Beverages",550.0,4.4,2699,True,False,Dessert Parlor,"Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava",,Delivery
Empire Restaurant,,"161, 80 feet Road, Ganganagar, Matadahalli, RT Nagar, Bangalore",RT Nagar,Frazer Town,"North Indian, Mughlai, South Indian, Chinese",750.0,4.0,2692,True,False,Casual Dining,"Peri Peri Chicken, Chilli Chicken, Butter Chicken, Ghee Rice, Mutton Biryani, Corn Paratha, Chicken Curry",,Delivery
Brahmin's Coffee Bar,,"Ranga Rao Road, Near Shankar Mutt, Shankarapura, Near Basavanagudi, Bangalore",Basavanagudi,Basavanagudi,South Indian,100.0,4.8,2679,False,False,Quick Bites,"Filter Coffee, Kesari Bath, Idli Vada, Upma, Badam Milk, Kharabath, Tea",,Dine-out
Stoner,,"Elite Building Ground Floor, Industrial Layout, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,BTM,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,4.5,2668,True,False,"Dessert Parlor, Cafe","Burgers, Caramel Shake, Spinach Pizza, Ferrero Rocher Ice Cream, Butter Chicken, Chocolate Lava Cake, Bbq Burger",,Desserts
Matteo Coffea,,"2, Church Street, Bangalore",Church Street,Brigade Road,Cafe,600.0,4.4,2662,False,False,Cafe,"Coffee, Pasta, Donut, Salads, Tiramisu Cheesecake, Sandwiches, Burgers",,Dine-out
Chinita Real Mexican Food,,"218, Near BDA Complex, Double Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,Mexican,1200.0,4.4,2658,False,False,Casual Dining,"Nachos, Churros, Burrito Bowl, Tacos, Enchiladas, Quesedillas, Salads",,Dine-out
Onesta,,"4th Floor, 7M-414, 7th Main Road, HRBR, 1st Block Extension, Kammanahalli, Bangalore",Kammanahalli,Kammanahalli,"Pizza, Cafe, Italian",600.0,4.4,2640,True,True,"Casual Dining, Cafe","Chicken Tikka Pizza, Ricotta Ravioli, Paneer Tikka Pizza, Pasta, Pepperoni, Barbeque Chicken, Mocktails",,Dine-out
Bonsouth,,"130, 1st Cross, Jwoti Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,BTM,"Chettinad, Andhra, Kerala",1300.0,4.2,2626,False,True,Casual Dining,"Coconut Payassam, Boneless Chicken, Seafood Soup, Fish, Filter Kaapi, Appam, Tender Coconut Payasam",,Desserts
Onesta,,"2469, 3rd Floor, 24th Cross, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore",Banashankari,Jayanagar,"Pizza, Cafe, Italian",600.0,4.6,2604,True,True,"Casual Dining, Cafe","Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza",,Delivery
The Reservoire,,"17th Main Road, JNC Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 7th Block,"Continental, North Indian, Chinese, American",1300.0,4.5,2601,False,True,"Bar, Casual Dining","Cocktails, Bruschettas, Peppy Paneer Pizza, Beer, Sea Food, Caramel Custard, Peri Peri Wings",,Pubs and bars
Crawl Street,,"77/A, 4th Floor Floor, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 7th Block,"Continental, Finger Food, North Indian, Chinese",1200.0,4.2,2589,True,True,Bar,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Paneer Tikka Masala, Mocktails, Pizza",,Pubs and bars
Mamagoto,,"949, 12th Main, Ground Floor, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Asian, Thai, Chinese, BBQ, Momos",1600.0,4.4,2580,True,True,Casual Dining,"Noodles, Chilli Chicken, Cocktails, Spicy Chicken Bangkok Bowl, Tempura Prawns, Pad Thai, Khao Suey",,Dine-out
Smoke House Deli,,"52/ 53, Ground Floor, Lavelle Road, Bangalore",Lavelle Road,Residency Road,"European, Italian, Desserts, Salad, Juices, Steak",1600.0,4.6,2521,True,False,Casual Dining,"Cocktails, Burgers, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan",,Dine-out
Deja Vu Resto Bar,,"5th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Bannerghatta Road,Koramangala 7th Block,"North Indian, Italian",900.0,4.4,2511,True,True,Pub,"Gajar Ka Halwa, Custard, Hara Bhara Kebab, Brownie, Sev Puri, Pasta, Paan Ice Cream",,Delivery
Shivaji Military Hotel,,"718, 1st C Main, 45th Cross, 8th Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,"South Indian, Biryani",450.0,0.0,2497,False,False,Casual Dining,"Mutton Biryani, Mutton Fry, Donne Biryani, Chicken Biryani, Chicken Fry, Mutton Chops, Dum Biryani",,Dine-out
Village - The Soul of India,,"6th Floor, Bangalore Central Mall, JP Nagar, Bangalore",JP Nagar,Jayanagar,"Rajasthani, Gujarati, North Indian, South Indian",1000.0,0.0,2464,False,True,Casual Dining,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun",,Dine-out
Bundar,,"111, Ground Floor, Asha Mansion, 6th Cross, Club Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Koramangala 7th Block,"Cafe, Burger, Fast Food, Desserts",700.0,4.1,2451,False,False,Cafe,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings",,Dine-out
Chulha Chauki Da Dhaba,,"13, 7th Cross, 2nd Phase, JP Nagar, Bangalore",JP Nagar,Jayanagar,North Indian,800.0,4.3,2447,True,False,Casual Dining,"Chilli Babycorn, Egg Chilli, Chicken Curry, Palak Paneer, Sweet Lassi, Chaach, Butter Chicken",,Dine-out
Barebones - The Balcony Bar,,"303, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Chinese, Continental, Finger Food, Italian",1500.0,4.2,2445,False,True,"Bar, Casual Dining","Chips, Lamb, Cocktails, Wedges, Roast Chicken, Pizza, Margarita",,Dine-out
Farzi Cafe,,"202, Level 2, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",Lavelle Road,Residency Road,Modern Indian,1500.0,4.4,2435,False,False,"Casual Dining, Microbrewery","Appletini, Wheat Beer, Lamb Tacos, Cocktails, Martini, Stout, Sangria",,Dine-out
The Humming Tree,,"949, 3rd Floor, 12th Main, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Fast Food, European",2000.0,4.0,2432,False,False,Lounge,"Sangria, Chicken Salad, Sandwiches, Cocktails, Pizza, Gnocchi, Chicken Satay",,Dine-out
Stories,,"77, West of Chord Road, Beside To Mahalakshmi Layout Metro Station, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,"Continental, North Indian, Chinese",1100.0,4.6,2423,True,True,"Casual Dining, Bar","Butter Chicken, Mocktails, Pizza, Virgin Mojito, Nachos, Cocktails, Egg Chilli",,Pubs and bars
Veena Stores,,"187, 15th Cross, Margosa Road, Malleshwaram, Bangalore",Malleshwaram,Rajajinagar,South Indian,150.0,4.5,2416,True,False,Quick Bites,"Kesari Bath, Idli Vada, Sweet Pongal, Filter Coffee, Idli Chatni, Idli Chutney, Upma",,Delivery
Nasi And Mee,,"974, 80 Feet Road, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 7th Block,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000.0,4.4,2403,True,True,Casual Dining,"Salads, Shitake Mushrooms, Noodles, Dumplings, Nasi Goreng, Crispy Corn, Vegetarian",,Dine-out
Empire Restaurant,,"24th Main Road, 5th Phase, JP Nagar, Bangalore",JP Nagar,JP Nagar,"North Indian, Mughlai, South Indian, Chinese",750.0,4.1,2402,True,False,Casual Dining,"Sea Food, Chicken Dosa, Jeera Rice, Non Veg Thali, Chilli Chicken, Butter Chicken, Tandoori Chicken",,Dine-out
Bombay Adda,,"6, Z1 Construction Building, 5th Floor, Next To Sapna Book House, 20th Main Road, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,Modern Indian,1100.0,4.4,2400,False,True,"Casual Dining, Bar","Nachos, Cocktails, Nasi Goreng, Chicken Tikka, Pav Bhaji Fondue, Tiramisu, Samosa",,Pubs and bars
Brewklyn Microbrewery,,"30, B.R.Plaza, 4th Floor, 4th Cross, CMR Road, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,Kammanahalli,"American, Continental, Pizza",2000.0,4.4,2392,True,True,"Microbrewery, Casual Dining","Pizza, Craft Beer, Apple Crumble, Pork Chilli, Mojito, Chips, Stuffed Chicken Breast",,Dine-out
Imperio Restaurant,,"Near Forum Value Mall, Prestige Ozone, Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700.0,4.4,2382,True,True,Casual Dining,"Chocolate Sizzler, Mutton Curry, Egg Masala, Shawarma, Barbeque Chicken, Mutton Biryani, Crab Toast",,Dine-out
Indigo XP,,"5th Floor, 6th Block, Elite Building, Industrial Layout, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 7th Block,"Finger Food, Continental, Asian, North Indian",1400.0,4.2,2380,False,False,Pub,"Pasta, Biryani, Cocktails, Mocktails, Pizza, Nachos, Blueberry Cheesecake",,Pubs and bars
Yauatcha,,"1 MG Mall, MG Road, Bangalore",MG Road,Residency Road,"Chinese, Asian, Cantonese, Tea",2800.0,4.6,2372,False,True,Fine Dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Macaroon, Chocolate Hazelnut Mousse",,Dine-out
Chutney Chang,,"Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore",Jayanagar,Basavanagudi,"North Indian, Chinese, BBQ",1500.0,4.1,2365,True,True,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Fish, Sea Food, Rabri",,Dine-out
1947,,"62, The High Street Building, 5th Floor, 4T Block, Opposite Vijaya College, Jayanagar, Bangalore",Jayanagar,Basavanagudi,"North Indian, Chinese",950.0,4.1,2359,False,True,Casual Dining,"Pasta, Tomato Soup, Salad, Kulcha, Chaat, Kulfi, Panipuri",,Dine-out
